claim_no,policy_no,plate_no,source_file,class_of_business,vehicle_type_group,vehicle_type,accident_type,branch_name,sum_insured_numeric,reporting_lag_days,coverage_duration_days,is_comprehensive,policy_type,accident_date,notification_date,period_from,period_to,od_total,tp_bi_total,tp_pd_total,total_claim_severity,log_claim_severity
TAK/MTP/003/24,TAK/MTP/2624/1022,02-C17711AA,July_2024,Private,Automobile,Automobile,Collision,Arat Kilo,2200000.0,1.0,365.0,1,COMPREHENSIVE,2024-03-10 00:00:00,2024-03-11,2023-10-23,2024-10-22,3000.0,0.0,0.0,3000.0,8.006367567650246
TAK/MTP/004/24,TAK/MTP/3313/1023,02-C37288AA,July_2024,Private,Automobile,Automobile,Collision,Arat Kilo,3000000.0,0.0,336.0,1,COMPREHENSIVE,2024-06-04 00:00:00,2024-06-04,2023-12-10,2024-11-10,113935.66,0.0,0.0,113935.66,11.643389182086011
TAK/MTP/004/25,TAK/MTC/3744/1025,03-B83223 AA,March_2025,Public_Transport,Automobile,Automobile,Collision,Arat Kilo,2100000.0,1.0,,1,COMPREHENSIVE,2025-03-09 00:00:00,2025-03-10,2025-10-24,,90400.0,0.0,0.0,90400.0,11.411999546380269
TAK/MTP/005/25,TAK/MTC/3744/1025,03-B83223AA,April_2025,Public_Transport,Automobile,Automobele,Collision,Arat Kilo,2100000.0,31.0,,1,COMPREHENSIVE,2025-07-04 00:00:00,2025-08-04,2025-10-24,,71500.0,0.0,0.0,71500.0,11.177452728682098
TAK/MTP/006/23,TAK/MTC/1575/1021,03-B29373AA,July_2024,Public_Transport,Automobile,Automobile,Collision,Arat Kilo,2100000.0,1.0,364.0,1,COMPREHENSIVE,2023-02-15 00:00:00,2023-02-16,2022-10-16,2023-10-15,5000.0,0.0,0.0,5000.0,8.517193191416238
TAK/MTP/006/24,TAK/MTC/3476/0224,03-B16352AA,July_2024,Commercial,Automobile,Automobile,Overturning,Arat Kilo,3200000.0,0.0,365.0,1,COMPREHENSIVE,2024-04-16 00:00:00,2024-04-16,2024-02-16,2025-02-15,108397.77,0.0,0.0,108397.77,11.593562795820358
TAK/MTP/006/25,TAK/MTP/3893/0425,02-C59642 AA,May_2025,Private,Automobile,Automobile,Collision,Arat Kilo,3000000.0,1.0,,1,COMPREHENSIVE,2025-04-11 00:00:00,2025-04-12,2025-08-04,,41476.99,0.0,0.0,41476.99,10.63289409461888
TAK/MTP/008/24,TAK/MTP/3061/0423,02-C00137AA,July_2024,Private,Automobile,Automobile,Collision,Arat Kilo,2200000.0,2.0,364.0,1,COMPREHENSIVE,2024-05-18 00:00:00,2024-05-20,2024-04-28,2025-04-27,15745.0,0.0,0.0,15745.0,9.664278133535126
TAK/MTP/008/25,TAK/MTP/3726/1124,02-B58489 AA,May_2025,Private,Automobile,Automobile,Collision,Arat Kilo,2700000.0,1.0,364.0,1,COMPREHENSIVE,2025-04-16 00:00:00,2025-04-17,2024-11-19,2025-11-18,27500.0,0.0,0.0,27500.0,10.221941283654663
TAK/MTP/009/24,TAK/MTC/3568/0524,03-B46552AA,July_2024,Private,Automobile,Automobile,Collision,Arat Kilo,1200000.0,1.0,364.0,1,COMPREHENSIVE,2024-05-28 00:00:00,2024-05-29,2024-05-22,2025-05-21,106620.67,0.0,0.0,106620.67,11.577032674356255
TAK/MTP/012/24,TAK/MTC/3559/0524,03-A06419 AA,October_2024,Commercial,Truck,Tanker,Collision,Arat Kilo,7000000.0,1.0,364.0,1,COMPREHENSIVE,2024-07-29 00:00:00,2024-07-30,2024-05-15,2025-05-14,448940.0,0.0,0.0,448940.0,13.014644527505537
TAK/MTP/013/24,TAK/MTC/2238/0622,03-B45555 AA,August_2024,Public_Transport,Automobile,Automobile,Collision,Arat Kilo,1100000.0,1.0,368.0,1,COMPREHENSIVE,2024-08-04 00:00:00,2024-08-05,2024-07-08,2025-07-11,4584.35,0.0,0.0,4584.35,8.43040360801041
TAK/MTP/015/24,,03-A82748AA,September_2024,Public_Transport,Automobile,Automobile,Collision,Arat Kilo,1400000.0,0.0,335.0,1,COMPREHENSIVE,2024-08-29 00:00:00,2024-08-29,2024-02-06,2025-01-06,20300.0,0.0,0.0,20300.0,9.918376165029878
TAK/MTP/016/24,TAK/MTP/3380/1023,02-B66989 AA,October_2024,Private,Automobile,Automobile,Collision,Arat Kilo,1600000.0,1.0,365.0,1,COMPREHENSIVE,2024-09-01 00:00:00,2024-09-02,2023-11-29,2024-11-28,48560.09,0.0,0.0,48560.09,10.790557279108928
TAK/MTP/021/24,TAK/MTC/1515/0921,03-B28770 AA,February_2025,Public_Transport,Automobile,Automobile,Collision,Arat Kilo,2400000.0,1.0,364.0,1,COMPREHENSIVE,2024-10-13 00:00:00,2024-10-14,2024-09-17,2025-09-16,5000.0,0.0,0.0,5000.0,8.517193191416238
TAK/MTP/023/24,TAK/MTP/1514/0921,02-B85475 AA,January_2025,Private,Automobile,Automobile,Collision,Arat Kilo,4800000.0,1.0,364.0,1,COMPREHENSIVE,2024-11-26 00:00:00,2024-11-27,2024-09-16,2025-09-15,51888.29,0.0,0.0,51888.29,10.85684841749232
TAK/MTP/024/24,TAK/MTP/3462/0224,03-B72425 AA,January_2025,Public_Transport,Automobile,Automobile,Collision,Arat Kilo,2000000.0,2.0,334.0,1,COMPREHENSIVE,2024-12-11 00:00:00,2024-12-13,2024-09-02,2025-08-02,85877.07,0.0,0.0,85877.07,11.360672134037628
TAK/MTP/025/24,TAK/MTC/3697/0924,03-27036 OR,January_2025,Public_Transport,Bus_Minibus,Mini Bus,Collision,Arat Kilo,2000000.0,1.0,364.0,1,COMPREHENSIVE,2024-12-25 00:00:00,2024-12-26,2024-09-24,2025-09-23,134400.0,0.0,0.0,134400.0,11.808575707071189
TAK/TPCL/004/25,TAK/MTT/3609/0724,03-B79231AA,February_2025,Public_Transport,Automobile,Automobile,Collision,Arat Kilo,0.0,1.0,364.0,0,TP_ONLY,2025-01-12 00:00:00,2025-01-13,2024-07-04,2025-07-03,0.0,0.0,86956.52,86956.52,11.37316350259507
TAK/TPCL/005/25,TAK/MTT/0042/0418,03-58940 OR,February_2025,Public_Transport,Bus_Minibus,Minibus,Collision,Arat Kilo,0.0,,364.0,0,TP_ONLY,2025-01-09 00:00:00,2024-01-15,2024-08-28,2025-08-27,0.0,0.0,38739.59,38739.59,10.564617353528629
TAK/TPCL/006/24,TAK/MTT/3145/0623,03-94597ET,July_2024,Commercial,Automobile,Automobile,Collision,Arat Kilo,0.0,4.0,365.0,0,TP_ONLY,2024-01-14 00:00:00,2024-01-18,2023-06-23,2024-06-22,0.0,0.0,24533.25,24533.25,10.107784619303958
TAK/TPCL/006/25,TAK/MTT/3201/0823,02-C39882 AA,June_2025,Private,Automobile,Dzire,Collision,Arat Kilo,0.0,7.0,364.0,0,TP_ONLY,2025-01-15 00:00:00,2025-01-22,2024-08-14,2025-08-13,0.0,0.0,47600.03,47600.03,10.770588670471414
TAK/TPCL/009/25,TAK/MTT/0687/0221,03-B25004 AA,April_2025,Public_Transport,Automobile,Automobile,Collision,Arat Kilo,0.0,0.0,364.0,0,TP_ONLY,2025-02-26 00:00:00,2025-02-26,2024-07-03,2025-07-02,0.0,0.0,34750.0,34750.0,10.455934850992938
TAK/TPCL/010/25,TAK/MTC/3744/1024,03-B03223AA,May_2025,Public_Transport,Automobile,Automobile,Collision,Arat Kilo,0.0,3.0,364.0,0,TP_ONLY,2025-02-28 00:00:00,2025-03-03,2024-10-24,2025-10-23,0.0,0.0,17391.3,17391.3,9.763725360160938
TAK/TPCL/012/22,TAK/MTT/1772/0122,01-13648 OR,October_2024,Public_Transport,Motorcycle,Bajaj,Collision,Arat Kilo,0.0,1.0,364.0,0,TP_ONLY,2022-03-16 00:00:00,2022-03-17,2022-01-15,2023-01-14,0.0,0.0,40000.0,40000.0,10.596634733096073
TAK/TPCL/012/24,TAK/MTT/0131/1118,02-A38370 AA,February_2025,Commercial,Bus_Minibus,Van,Collision,Arat Kilo,0.0,,,0,TP_ONLY,2023-01-29 00:00:00,2024-02-03,2023-11-29,,0.0,53500.0,46521.74,100021.74,11.513142841342273
TAK/TPCL/013/25,TAK/MTT/2637/1022,03-85178AA,April_2025,Public_Transport,Bus_Minibus,M/Bus,Collision,Arat Kilo,0.0,0.0,364.0,0,TP_ONLY,2025-03-26 00:00:00,2025-03-26,2025-01-18,2026-01-17,0.0,0.0,12000.0,12000.0,9.392661928770137
TAK/TPCL/014/25,TAK/MTT/3779/1224,03-A83613AA,April_2025,Commercial,Pick_Up,P/Up,Collision,Arat Kilo,0.0,,335.0,0,TP_ONLY,2025-07-04 00:00:00,,2024-10-12,2025-09-12,0.0,0.0,29200.0,29200.0,10.281923988256374
TAK/TPCL/015/24,TAK/MTT/3409/1223,03-B71183 AA,August_2024,Public_Transport,Automobile,Automobile,Collision,Arat Kilo,0.0,1.0,365.0,0,TP_ONLY,2024-02-02 00:00:00,2024-02-03,2023-12-22,2024-12-21,0.0,0.0,4250.0,4250.0,8.354674261918463
TAK/TPCL/016/25,TAK/MTT/3719/1024,03-B82071 AA,June_2025,Public_Transport,Automobile,Automobile,Collision,Arat Kilo,0.0,2.0,364.0,0,TP_ONLY,2025-04-19 00:00:00,2025-04-21,2024-10-12,2025-10-11,0.0,0.0,227048.0,227048.0,12.33291672785484
TAK/TPCL/017/25,TAK/MTT/3660/0824,03-A88918 AA,June_2025,Public_Transport,Automobile,Automobile,Collision,Arat Kilo,0.0,4.0,364.0,0,TP_ONLY,2025-04-22 00:00:00,2025-04-26,2024-08-15,2025-08-14,0.0,0.0,18200.0,18200.0,9.809176873064889
TAK/TPCL/020/23,TAK/MTT/2241/0622,02-A63689AA,March_2025,Private,Automobile,Automobile,Collision,Arat Kilo,0.0,0.0,364.0,0,TP_ONLY,2023-04-18 00:00:00,2023-04-18,2022-07-01,2023-06-30,0.0,0.0,40000.0,40000.0,10.596634733096073
TAK/TPCL/022/24,TAK/MTT/2596/1022,02-B12593 AA,January_2025,Public_Transport,Automobile,Automobile,Collision,Arat Kilo,0.0,1.0,365.0,0,TP_ONLY,2024-02-21 00:00:00,2024-02-22,2023-10-13,2024-10-12,0.0,0.0,2159.27,2159.27,7.677525480592895
TAK/TPCL/023/24,TAK/MTT/0861/1120,01-34621 AA,April_2025,Public_Transport,Automobile,Automobile,Collision,Arat Kilo,0.0,6.0,,0,TP_ONLY,2024-02-17 00:00:00,2024-02-23,,,0.0,0.0,21739.13,21739.13,9.98686914147518
TAK/TPCL/030/24,TAK/MTT/3474/0224,01-07188 AA,July_2024,Public_Transport,Automobile,Automobile,Collision,Arat Kilo,0.0,1.0,365.0,0,TP_ONLY,2024-03-24 00:00:00,2024-03-25,2024-02-15,2025-02-14,0.0,1000.0,0.0,1000.0,6.907755278982137
TAK/TPCL/032/24,TAK/MTT2907/0223,03-13345 ET,March_2025,Commercial,Truck,Truck,Collision,Arat Kilo,0.0,324.0,364.0,0,TP_ONLY,2023-05-10 00:00:00,2024-03-29,2023-02-11,2024-02-10,0.0,0.0,7475.139999999999,7475.139999999999,8.91933812718049
TAK/TPCL/038/24,TAK/MTT/0604/0620,03-83318 E.T,August_2024,Commercial,Truck,Tipper,Collision,Arat Kilo,0.0,1.0,364.0,0,TP_ONLY,2024-04-25 00:00:00,2024-04-26,2023-08-21,2024-08-19,0.0,0.0,64005.0,64005.0,11.06671648429021
TAK/TPCL/039/24,TAK/MTT/0630/0620,03-07406 E.T,July_2024,Commercial,Automobile,Automobile,Collision,Arat Kilo,0.0,23.0,365.0,0,TP_ONLY,2024-04-13 00:00:00,2024-05-06,2023-06-23,2024-06-22,0.0,0.0,100000.0,100000.0,11.512925464970229
TAK/TPCL/042/24,TAK/MTT/3386/1223,03-10172 E.T,July_2024,Commercial,Automobile,Automobile,Collision,Arat Kilo,0.0,0.0,365.0,0,TP_ONLY,2024-05-16 00:00:00,2024-05-16,2023-12-05,2024-12-04,0.0,0.0,1000.0,1000.0,6.907755278982137
TAK/TPCL/043/24,TAK/MTT/1759/0122,03-B34480AA,February_2025,Public_Transport,Automobile,Automobile,Collision,Arat Kilo,0.0,91.0,364.0,0,TP_ONLY,2024-02-15 00:00:00,2024-05-16,2023-01-07,2024-01-06,0.0,0.0,86956.52,86956.52,11.37316350259507
TAK/TPCL/045/24,TAK/MTT/2915/0223,03-B58573 AA,June_2025,Commercial,Pick_Up,P/Up,Collision,Arat Kilo,0.0,1.0,365.0,0,TP_ONLY,2024-05-20 00:00:00,2024-05-21,2024-02-18,2025-02-17,0.0,0.0,77388.88,77388.88,11.256598380005755
TAK/TPCL/046/24,TAK/MTT/3182/0723,03-B65292 AA,July_2024,Commercial,Automobile,Automobile,Collision,Arat Kilo,0.0,1.0,365.0,0,TP_ONLY,2024-05-21 00:00:00,2024-05-22,2023-07-18,2024-07-17,0.0,0.0,17000.0,17000.0,9.740968623038354
TAK/TPCL/049/24,TAK/MTT/0332/0819,03-87153 AA,April_2025,Public_Transport,Automobile,Vitz,Collision,Arat Kilo,0.0,3.0,365.0,0,TP_ONLY,2024-05-22 00:00:00,2024-05-25,2023-09-03,2024-09-02,0.0,0.0,39839.13,39839.13,10.592604874110698
TAK/TPCL/050/24,TAK/MTT/3330/1023,02-C44277 AA,July_2024,Commercial,Automobile,Automobile,Collision,Arat Kilo,0.0,4.0,365.0,0,TP_ONLY,2024-05-27 00:00:00,2024-05-31,2023-11-01,2024-10-31,0.0,0.0,35000.0,35000.0,10.46310334047155
TAK/TPCL/052/24,TAK/MTT/2123/0622,03-A14574 ET,March_2025,Commercial,Truck,Truck,Collision,Arat Kilo,0.0,1.0,365.0,0,TP_ONLY,2024-06-05 00:00:00,2024-06-06,2023-06-07,2024-06-06,0.0,0.0,81406.06,81406.06,11.307204996394026
TAK/TPCL/053/24,TAK/MTT/3527/0324,02-B48599 AA,August_2024,Private,Automobile,Automobile,Collision,Arat Kilo,0.0,6.0,364.0,0,TP_ONLY,2024-06-01 00:00:00,2024-06-07,2024-03-21,2025-03-20,0.0,0.0,30000.0,30000.0,10.308952660644293
TAK/TPCL/056/22,TAK/MTT/1735/0122,01-13343AA,March_2025,Public_Transport,Bus_Minibus,Mini Bus,Collision,Arat Kilo,0.0,6.0,364.0,0,TP_ONLY,2022-09-03 00:00:00,2022-09-09,2022-01-25,2023-01-24,0.0,0.0,36605.59,36605.59,10.507956239967514
TAK/TPCL/057/24,,03-19496 ET,September_2024,Commercial,Pick_Up,Pick Up,Collision,Arat Kilo,0.0,2.0,364.0,0,TP_ONLY,2024-06-25 00:00:00,2024-06-27,2023-11-01,2024-10-30,0.0,0.0,38000.0,38000.0,10.545341438708522
TAK/TPCL/058/24,TAK/MTC/3378/1123,02-C46176 AA,June_2025,Commercial,Pick_Up,P/Up,Collision,Arat Kilo,0.0,4.0,365.0,0,TP_ONLY,2024-07-06 00:00:00,2024-07-10,2024-01-05,2025-01-04,0.0,0.0,16500.0,16500.0,9.711115659888671
TAK/TPCL/059/23,TAK/MTT/0061/0121,03-B13830AA,August_2024,Public_Transport,Automobile,Automobile,Collision,Arat Kilo,0.0,1.0,364.0,0,TP_ONLY,2023-10-05 00:00:00,2023-10-06,2022-12-10,2023-12-09,0.0,0.0,28175.0,28175.0,10.246190338907978
TAK/TPCL/059/24,,03-B58630 AA,September_2024,Public_Transport,Automobile,Automobile,Collision,Arat Kilo,0.0,6.0,,0,TP_ONLY,2024-07-11 00:00:00,2024-07-17,2024-02-07,2024-02-06,0.0,0.0,22266.3,22266.3,10.010829603655177
TAK/TPCL/060/24,TAK/MTT/3521/0324,02-C28940AA,August_2024,Private,Automobile,Automobile,Collision,Arat Kilo,0.0,121.0,,0,TP_ONLY,2024-03-30 00:00:00,2024-07-29,2024-03-17,2024-03-16,0.0,0.0,20786.25,20786.25,9.942046989402124
TAK/TPCL/062/24,TAK/MTT/0390/1119,01-84740 OR,January_2025,Public_Transport,Automobile,Automobile,Collision,Arat Kilo,0.0,2.0,365.0,0,TP_ONLY,2024-07-28 00:00:00,2024-07-30,2023-11-16,2024-11-15,0.0,0.0,53194.62,53194.62,10.881712542396423
TAK/TPCL/066/24,,03-A82748 AA,September_2024,Public_Transport,Automobile,Vitz,Collision,Arat Kilo,0.0,0.0,364.0,0,TP_ONLY,2024-08-29 00:00:00,2024-08-29,2024-06-02,2025-06-01,0.0,0.0,30100.0,30100.0,10.312280450736967
TAK/TPCL/068/24,TAK/MTT/3153/0623,02-A58067AA,October_2024,Private,Automobile,Automobile,Collision,Arat Kilo,0.0,4.0,364.0,0,TP_ONLY,2024-09-05 00:00:00,2024-09-09,2024-07-03,2025-07-02,0.0,0.0,47900.0,47900.0,10.776870783399009
TAK/TPCL/069/24,TAK/MTT/1268/0621,03-A99334AA,January_2025,Public_Transport,Automobile,Automobile,Collision,Arat Kilo,0.0,3.0,364.0,0,TP_ONLY,2024-09-07 00:00:00,2024-09-10,2024-06-17,2025-06-16,0.0,0.0,50122.4,50122.4,10.82222329293937
TAK/TPCL/070/24,TAK/MTT/3296/0923,03-B58567AA,October_2024,Commercial,Pick_Up,P/Up,Collision,Arat Kilo,0.0,3.0,364.0,0,TP_ONLY,2024-09-10 00:00:00,2024-09-13,2024-09-07,2025-09-06,0.0,0.0,15200.0,15200.0,9.629050706834368
TAK/TPCL/071/23,TAK/MTT/0966/0121,02-52367AA,April_2025,Private,Automobile,Automobile,Collision,Arat Kilo,0.0,30.0,364.0,0,TP_ONLY,2023-10-03 00:00:00,2023-11-02,2023-01-19,2024-01-18,0.0,0.0,25732.0,25732.0,10.15549063253089
TAK/TPCL/071/24,TAK/MTT/2595/1022,03-18463OR,October_2024,Public_Transport,Bus_Minibus,Minibus,Collision,Arat Kilo,0.0,5.0,365.0,0,TP_ONLY,2024-09-20 00:00:00,2024-09-25,2023-10-22,2024-10-21,0.0,0.0,11000.0,11000.0,9.305650551780507
TAK/TPCL/075/24,TAK/MTT/0067/0623,02-B05499AA,April_2025,Private,Automobile,Automobile,Collision,Arat Kilo,0.0,4.0,365.0,0,TP_ONLY,2024-10-07 00:00:00,2024-10-11,2024-02-17,2025-02-16,0.0,0.0,10000.0,10000.0,9.210340371976184
TAK/TPCL/076/24,TAK/MTT/3706/0924,03-B27425AA,April_2025,Public_Transport,Automobile,Vitz,Collision,Arat Kilo,0.0,3.0,364.0,0,TP_ONLY,2024-10-18 00:00:00,2024-10-21,2024-09-26,2025-09-25,0.0,0.0,69003.19,69003.19,11.141908014394794
TAK/TPCL/079/24, TAK/MTT/3094/0523 ,03-B62203 AA,January_2025,Public_Transport,Automobile,Vitz,Collision,Arat Kilo,0.0,1.0,364.0,0,TP_ONLY,2024-11-15 00:00:00,2024-11-16,2024-05-20,2025-05-19,0.0,0.0,94026.09,94026.09,11.451327575932869
TAK/TPCL/082/24,Tak/MTP/3462/0224,03-B72425 AA,January_2025,Public_Transport,Automobile,Automobile,Collision,Arat Kilo,0.0,2.0,365.0,0,TP_ONLY,2024-12-11 00:00:00,2024-12-13,2024-02-09,2025-02-08,0.0,0.0,13206.97,13206.97,9.488499999518549
TAK/TPCL/083/24,TAK/MTT/0956/0121,03-A86607 AA,February_2025,Public_Transport,Bus_Minibus,Minibus,Collision,Arat Kilo,0.0,3.0,364.0,0,TP_ONLY,2024-12-17 00:00:00,2024-12-20,2024-01-11,2025-01-09,0.0,0.0,36956.51,36956.51,10.51749709489024
TAK/TPCL/087/23,TAK/MTT/1246/0621,01-29253AA,February_2025,Public_Transport,Automobile,Automobile,Collision,Arat Kilo,0.0,8.0,365.0,0,TP_ONLY,2023-12-19 00:00:00,2023-12-27,2023-08-13,2024-08-12,0.0,100000.0,86956.52,186956.52,12.138631355432317
TAM/MTP/001/25,TAM/MTC/0627/0224,03-A96256AA,February_2025,Commercial,Not_Specified,Not_Specified,Overturning,Arba Minch,3200000.0,,365.0,1,COMPREHENSIVE,2024-01-05 00:00:00,2025-01-08,2024-02-03,2025-02-02,97902.06,0.0,0.0,97902.06,11.491722870176693
TAM/MTP/002/25,TAM/MTC/0632/0224,03-B71452AA,April_2025,Commercial,Not_Specified,Not_Specified,Collision,Arba Minch,4000000.0,1.0,180.0,1,COMPREHENSIVE,2025-03-02 00:00:00,2025-03-03,2024-10-01,2025-03-30,9605.0,0.0,0.0,9605.0,9.170039075202656
TAM/MTP/003/25,TAM/MTC/0558/1023,03-90884ET,May_2025,Commercial,Truck,Truck,Collision,Arba Minch,4000000.0,1.0,181.0,1,COMPREHENSIVE,2025-03-30 00:00:00,2025-03-31,2024-10-16,2025-04-15,41956.02,0.0,0.0,41956.02,10.644377205771246
TAM/MTP/004/24,TAM/MTC/0439/0524,03-B62290AA,January_2025,Commercial,Not_Specified,Not_Specified,Overturning,Arba Minch,4000001.0,,365.0,1,COMPREHENSIVE,,,2023-05-17,2024-05-16,101230.76,0.0,0.0,101230.76,11.525157942220448
TAM/MTP/005/24,TAM/MTC/0626/0224,03-A12702ET,August_2024,Commercial,Truck,Tipper,Overturning,Arba Minch,3400000.0,1.0,365.0,1,COMPREHENSIVE,2024-07-17 00:00:00,2024-07-18,2023-09-30,2024-09-29,71935.2,0.0,0.0,71935.2,11.183520992755028
TAM/MTP/006/24,TAM/MTC/0530/0923,03-B65656AA,October_2024,Commercial,Not_Specified,Not_Specified,Collision,Arba Minch,4200000.0,4.0,365.0,1,COMPREHENSIVE,2024-08-12 00:00:00,2024-08-16,2023-09-02,2024-09-01,39313.29,0.0,0.0,39313.29,10.579317908630394
TAM/MTP/007/24,,03-A96256AA,September_2024,Commercial,Not_Specified,Not_Specified,Overturning,Arba Minch,3200000.0,2.0,181.0,1,COMPREHENSIVE,2024-08-21 00:00:00,2024-08-23,2024-02-03,2024-08-02,300.0,0.0,0.0,300.0,5.703782474656201
TAM/MTP/008/24,TAM/MTC/0030/1422,03-B31125AA,October_2024,Commercial,Not_Specified,Not_Specified,Collision,Arba Minch,7500000.0,3.0,365.0,1,COMPREHENSIVE,2024-09-06 00:00:00,2024-09-09,2023-11-14,2024-11-13,100200.0,0.0,0.0,100200.0,11.5149234676329
TAM/MTP/009/24,TAM/MTC/0626/0224,03-A12702ET,January_2025,Commercial,Truck,Truck,Overturning,Arba Minch,3400000.0,2.0,365.0,1,COMPREHENSIVE,2024-11-04 00:00:00,2024-11-06,2024-02-02,2025-02-01,82665.17,0.0,0.0,82665.17,11.322553631476405
TAM/TPCL/001/24,TAM/MTC/0614/0124,03-A16682AA,February_2025,Commercial,Truck,Truck,Collision,Arba Minch,0.0,,365.0,0,TP_ONLY,2024-02-18 00:00:00,,2024-01-16,2025-01-15,0.0,0.0,86956.52,86956.52,11.37316350259507
TAM/TPCL/001/25,TAM/MTT/0549/1023,04-14578 ET,March_2025,Commercial,Bus_Minibus,M/Bus,Collision,Arba Minch,0.0,5.0,364.0,0,TP_ONLY,2025-01-09 00:00:00,2025-01-14,2024-10-02,2025-10-01,0.0,0.0,82600.0,82600.0,11.32176495950907
TAM/TPCL/003/25,TAM/MTT/0827/0125,03-B57904 AA,April_2025,Commercial,Truck,Truck,Collision,Arba Minch,0.0,,364.0,0,TP_ONLY,2025-01-21 00:00:00,,2025-01-13,2026-01-12,0.0,0.0,118782.95,118782.95,11.685053157092394
TAT/MTC/001/24,TAT/MTC/0272/0122,03-B15968AA,July_2024,Commercial,Automobile,Automobile,Collision,Addis Ketema,6500000.0,,365.0,1,COMPREHENSIVE,2024-05-28 00:00:00,2024-03-06,2024-01-14,2025-01-13,221377.46,0.0,0.0,221377.46,12.307624487389289
TAT/MTP/001/25,TAT/MTP/0584/0225,02-C15267 AA,June_2025,Private,Automobile,Automobile,Flying_Object,Addis Ketema,4000000.0,3.0,364.0,1,COMPREHENSIVE,2025-04-21 00:00:00,2025-04-24,2025-02-28,2026-02-27,159300.0,0.0,0.0,159300.0,11.97854449589814
TAT/MTP/0018/22,TAT/MTC/0070/0720,03-A05583/32004 ET,July_2024,Commercial,Automobile,Automobile,Overturning,Addis Ketema,9000000.0,1.0,364.0,1,COMPREHENSIVE,2022-12-04 00:00:00,2022-12-05,2022-07-30,2023-07-29,101669.71,0.0,0.0,101669.71,11.529484700899642
TAT/MTP/002/24,TAT/MTC/0213/0621,03-73251/22103ET,July_2024,Commercial,Automobile,Automobile,Collision,Addis Ketema,4300000.0,,365.0,1,COMPREHENSIVE,2024-08-23 00:00:00,2024-04-24,2023-06-19,2024-06-18,468409.12,0.0,0.0,468409.12,13.057097381054152
TAT/MTP/002/25,TAT/MTC/0480/0124,03-91499ET,May_2025,Commercial,Truck,Tipper,Collision,Addis Ketema,5000000.0,31.0,364.0,1,COMPREHENSIVE,2025-05-05 00:00:00,2025-06-05,2024-12-22,2025-12-21,90056.24,0.0,0.0,90056.24,11.408189643039528
TAT/MTP/004/24,,03-41844/3-13479ET,September_2024,Commercial,Truck,Truck/Trailer,Fire,Addis Ketema,6000000.0,2.0,365.0,1,COMPREHENSIVE,2024-06-15 00:00:00,2024-06-17,2023-11-29,2024-11-28,306240.0,0.0,0.0,306240.0,12.632124387246726
TAT/MTP/006/24,TAT/MTC/0275/0122,03-A12443 E.T,January_2025,Commercial,Truck,Truck,Overturning,Addis Ketema,6000000.0,1.0,365.0,1,COMPREHENSIVE,2024-12-01 00:00:00,2024-12-02,2024-01-23,2025-01-22,292824.06,0.0,0.0,292824.06,12.587327229824496
TAT/MTP/007/24,TAT/MTC/0173/0221,03-78905/12431-ET,February_2025,Commercial,Truck,Truck/Trailer,Collision,Addis Ketema,8500000.0,4.0,364.0,1,COMPREHENSIVE,2024-12-27 00:00:00,2024-12-31,2024-04-22,2025-04-21,61378.26,0.0,0.0,61378.26,11.024810979775824
TAT/MTP/013/23,TAT/MTP/0394/0123,02-A65597 AA,April_2025,Private,Automobile,Automobile,Collision,Addis Ketema,1200000.0,2.0,364.0,1,COMPREHENSIVE,2023-09-30 00:00:00,2023-10-02,2023-01-25,2024-01-24,1638.75,0.0,0.0,1638.75,7.40168903507791
TAT/TPCL/001/25, TAT/MTT/0067/0720,03-A84940 AA,April_2025,Commercial,Not_Specified,Not_Specified,Collision,Addis Ketema,0.0,,364.0,0,TP_ONLY,2025-01-06 00:00:00,2025-01-04,2024-07-28,2025-07-27,0.0,0.0,86956.5,86956.5,11.373163272595038
TAT/TPCL/002/24,TAT/MTT/0398/0223,03-A30665AA,February_2025,Commercial,Truck,Truck,Collision,Addis Ketema,0.0,3.0,364.0,0,TP_ONLY,2024-01-19 00:00:00,2024-01-22,2023-02-09,2024-02-08,0.0,0.0,100000.0,100000.0,11.512925464970229
TAT/TPCL/002/25,TAT/MTT/0200/0521,03-A98820AA,June_2025,Public_Transport,Pick_Up,P/Up,Collision,Addis Ketema,0.0,2.0,364.0,0,TP_ONLY,2025-03-04 00:00:00,2025-03-06,2024-05-28,2025-05-27,0.0,0.0,11000.0,11000.0,9.305650551780507
TAT/TPCL/006/24,TAT/MTT/0469/1223,03-18018 OR,August_2024,Public_Transport,Bus_Minibus,Bus,Collision,Addis Ketema,0.0,4.0,365.0,0,TP_ONLY,2024-05-10 00:00:00,2024-05-14,2023-12-28,2024-12-27,0.0,0.0,47783.94,47783.94,10.774444878760926
TAT/TPCL/010/24,TAT/MTT/0464/1123,03-11278OR,August_2024,Public_Transport,Bus_Minibus,Bus,Collision,Addis Ketema,0.0,1.0,365.0,0,TP_ONLY,2024-08-05 00:00:00,2024-08-06,2023-11-29,2024-11-28,0.0,0.0,49550.5,49550.5,10.810747630524578
TAT/TPCL/012/24,TAT/MTT/0253/1021,03-71357ET,October_2024,Commercial,Truck,Truck,Collision,Addis Ketema,0.0,1.0,365.0,0,TP_ONLY,2024-09-17 00:00:00,2024-09-18,2023-10-13,2024-10-12,0.0,0.0,47300.0,47300.0,10.764265574480024
